channelGrouping,visitNumber,operatingSystem,browser,deviceCategory,isMobile,metro,city,campaign,referralPath,medium,source,bounces,hits,transactionRevenue,pageviews,newVisits,year,month,quarterMonth,day,weekday,time_range,conversion_rate,session_duration,visit_frequency,user_interaction
6,1,6,5,0,False,52,295,0,108,6,26,1,1,0.0,1,1,2016,9,3,4,6,0,0.0,73046.0,1,0
7,1,9,5,0,False,0,109,0,129,6,75,1,1,0.0,1,1,2016,9,3,4,6,1,0.0,-66242.0,1,0
7,1,9,5,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,9,3,4,6,4,0.0,9411.0,1,0
4,2,1,5,1,True,52,295,0,197,5,23,0,3,0.0,3,0,2016,9,3,4,6,3,0.0,31613.0,2,1
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,13711970.0,1,0
4,1,9,9,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,7194.0,1,0
4,1,1,5,1,True,0,197,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,3,0.0,18183.0,1,0
1,1,9,5,0,False,0,5,4,197,2,3,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,-28339.0,1,0
3,1,11,18,1,True,14,10,0,197,4,16,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,1301.0,1,0
6,1,6,5,0,False,52,295,0,24,6,5,1,1,0.0,1,1,2017,2,1,10,4,1,0.0,-24265.0,1,0
2,1,1,5,2,True,0,271,0,197,0,0,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,20949.0,1,0
5,1,11,18,1,True,45,231,1,197,3,23,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,14030.0,3,0
5,1,9,5,0,False,52,295,1,197,3,23,1,1,0.0,1,1,2017,2,1,10,4,0,0.0,22957.0,1,0
5,2,11,18,1,True,45,231,1,197,3,23,1,1,0.0,1,0,2017,2,1,10,4,4,0.0,-22934.0,3,0
4,1,1,5,1,True,0,164,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,-18302.0,1,0
4,1,0,16,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,1,0.0,-8178.0,1,0
4,1,9,8,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,26368.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,-16996.0,1,0
6,16,6,5,0,False,52,295,0,0,6,48,1,1,0.0,1,0,2017,2,1,10,4,4,0.0,14147.0,3,0
4,1,1,5,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2017,2,1,10,4,2,0.0,24009.0,1,0
6,7,6,5,0,False,3,16,0,0,6,48,1,1,0.0,1,0,2017,2,1,10,4,3,0.0,-3404.0,4,0
6,2,3,5,0,False,45,172,0,0,6,48,1,1,0.0,1,0,2017,2,1,10,4,4,0.0,-17113.0,2,0
2,1,11,18,1,True,52,295,0,197,0,0,1,1,0.0,1,1,2017,2,1,10,4,0,0.0,33414.0,1,0
4,3,11,18,1,True,52,295,0,197,5,23,1,1,0.0,1,0,2017,2,1,10,4,1,0.0,-57167.0,1,0
6,1,5,5,0,False,52,295,0,17,6,67,0,2,0.0,2,1,2017,2,1,10,4,1,0.0,-3830.0,1,1
4,1,9,5,0,False,0,0,0,197,5,23,0,2,0.0,2,1,2017,2,1,10,4,0,0.0,58646.0,1,1
6,2,6,5,0,False,0,25,0,25,6,5,0,2,0.0,2,0,2017,2,1,10,4,1,0.0,-52221.0,1,1
5,3,11,18,1,True,45,231,1,197,3,23,0,2,0.0,2,0,2017,2,1,10,4,4,0.0,20693.0,3,1
6,1,3,5,0,False,45,172,0,0,6,48,0,2,0.0,2,1,2017,2,1,10,4,4,0.0,-9110.0,2,1
4,1,9,5,0,False,52,295,0,197,5,23,0,3,0.0,3,1,2017,2,1,10,4,4,0.0,-6003.0,1,1
6,1,9,5,0,False,0,283,0,24,6,5,0,3,0.0,3,1,2017,2,1,10,4,1,0.0,-17040.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,0,3,0.0,3,1,2017,2,1,10,4,3,0.0,41901.0,1,1
4,1,11,18,1,True,52,295,0,197,5,23,0,3,0.0,3,1,2017,2,1,10,4,4,0.0,-28209.0,1,1
2,1,1,5,1,True,52,295,0,197,0,0,0,3,0.0,3,1,2017,2,1,10,4,4,0.0,6446.0,1,1
6,1,5,5,0,False,14,10,0,95,6,47,0,3,0.0,3,1,2017,2,1,10,4,4,0.0,-6476.0,1,1
4,1,9,9,0,False,52,295,0,197,5,23,0,4,0.0,4,1,2017,2,1,10,4,1,0.0,-13045.0,1,1
4,2,6,18,0,False,0,0,0,197,5,23,0,4,0.0,4,0,2017,2,1,10,4,1,0.0,6771.0,1,1
6,2,6,18,0,False,0,169,0,24,6,5,0,4,0.0,4,0,2017,2,1,10,4,3,0.0,31905.0,1,1
2,1,6,5,0,False,0,0,0,197,0,0,0,5,0.0,4,1,2017,2,1,10,4,4,0.0,-27584.0,1,1
5,1,9,5,0,False,52,295,1,197,3,23,0,5,0.0,5,1,2017,2,1,10,4,1,0.0,-6950.0,1,1
4,2,10,18,1,True,52,295,0,197,5,23,0,8,0.0,7,0,2017,2,1,10,4,4,0.0,21459.0,2,1
4,1,10,18,1,True,52,295,0,197,5,23,0,72,0.0,37,1,2017,2,1,10,4,4,0.0,-1982.0,2,1
7,1,11,18,1,True,52,295,0,129,6,75,1,1,0.0,1,1,2017,2,1,10,4,4,0.0,-4750.0,1,0
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2017,2,1,10,4,0,0.0,47464.0,1,1
0,2,5,5,0,False,45,172,0,197,1,1,0,2,0.0,2,0,2017,4,2,14,4,3,0.0,5419083.0,1,1
4,1,9,5,0,False,32,182,0,197,5,23,0,7,0.0,4,1,2017,4,2,14,4,4,0.0,-10393.0,1,1
7,1,9,5,0,False,52,295,0,171,6,75,1,1,0.0,1,1,2017,4,2,14,4,3,0.0,3064.0,1,0
7,1,9,8,0,False,52,295,0,175,6,75,1,1,0.0,1,1,2017,4,2,14,4,3,0.0,12723.0,1,0
7,1,9,9,0,False,52,295,0,162,6,75,1,1,0.0,1,1,2017,4,2,14,4,1,0.0,-45127.0,1,0
7,1,5,5,0,False,52,295,0,187,6,75,1,1,0.0,1,1,2017,4,2,14,4,0,0.0,59790.0,1,0
4,1,9,8,0,False,25,147,0,197,5,23,1,1,0.0,1,1,2017,4,2,14,4,4,0.0,-42889.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,0,3,0.0,3,1,2017,4,2,14,4,3,0.0,14167.0,1,1
4,1,1,5,1,True,52,295,0,197,5,23,0,2,0.0,2,1,2017,4,2,14,4,4,0.0,-18205.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,0,3,0.0,3,1,2017,4,2,14,4,4,0.0,-524.0,1,1
4,1,6,18,0,False,52,295,0,197,5,23,0,4,0.0,4,1,2017,4,2,14,4,4,0.0,7457.0,1,1
6,1,6,5,0,False,46,129,0,0,6,48,0,10,0.0,10,1,2017,4,2,14,4,3,0.0,20041.0,1,1
2,1,1,5,1,True,52,295,0,197,0,0,1,1,0.0,1,1,2017,4,2,14,4,3,0.0,-1455.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,4,2,14,4,0,0.0,28726.0,1,0
4,1,6,18,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,4,2,14,4,3,0.0,-33610.0,1,0
7,1,6,8,0,False,52,295,0,10,6,70,1,1,0.0,1,1,2017,4,2,14,4,0,0.0,28972.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,4,2,14,4,3,0.0,-16623.0,1,0
4,1,11,18,1,True,26,148,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,0,0.0,-2746633.0,1,0
4,1,1,5,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,0,0.0,-1689.0,1,0
4,1,3,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,4,0.0,-39493.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,3,0.0,17569.0,2,0
6,2,5,5,0,False,45,228,0,17,6,67,1,1,0.0,1,0,2017,3,1,13,0,3,0.0,174.0,1,0
2,1,11,18,2,True,52,295,0,197,0,0,1,1,0.0,1,1,2017,3,1,13,0,1,0.0,-35579.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,0,0.0,55876.0,1,0
4,2,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,0,2017,3,1,13,0,3,0.0,-18006.0,2,0
1,1,9,5,0,False,52,295,4,197,2,3,1,1,0.0,1,1,2017,3,1,13,0,1,0.0,-55903.0,1,0
1,1,9,5,0,False,52,295,4,197,2,3,1,1,0.0,1,1,2017,3,1,13,0,1,0.0,15577.0,1,0
2,1,1,5,1,True,0,0,0,197,0,0,1,1,0.0,1,1,2017,3,1,13,0,1,0.0,5684.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,2,0.0,40800.0,1,0
6,12,11,18,1,True,0,0,0,92,6,47,1,1,0.0,1,0,2017,3,1,13,0,3,0.0,-4452.0,8,0
6,11,11,18,1,True,0,0,0,92,6,47,1,1,0.0,1,0,2017,3,1,13,0,4,0.0,-27173.0,8,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,3,1,13,0,4,0.0,1856.0,1,0
2,1,1,5,1,True,0,131,0,197,0,0,1,1,0.0,1,1,2017,3,1,13,0,4,0.0,9697.0,1,0
2,4,6,5,0,False,52,295,0,197,0,0,1,1,0.0,1,0,2017,3,1,13,0,0,0.0,41517.0,4,0
2,2,6,5,0,False,52,295,0,197,0,0,1,1,0.0,1,0,2017,3,1,13,0,1,0.0,-76808.0,4,0
6,1,11,18,1,True,45,230,0,101,6,66,0,2,0.0,2,1,2017,3,1,13,0,0,0.0,77884.0,1,1
4,1,6,18,0,False,52,295,0,197,5,23,0,2,0.0,2,1,2017,3,1,13,0,2,0.0,-22810.0,1,1
2,1,6,5,0,False,52,295,0,197,0,0,0,2,0.0,2,1,2017,3,1,13,0,1,0.0,-58675.0,4,1
6,1,6,5,0,False,26,148,0,0,6,48,0,3,0.0,3,1,2017,3,1,13,0,2,0.0,58563.0,1,1
6,1,6,5,0,False,26,148,0,101,6,66,0,4,0.0,4,1,2017,3,1,13,0,3,0.0,-10371.0,1,1
4,1,9,5,0,False,0,0,0,197,5,23,0,4,0.0,4,1,2017,3,1,13,0,1,0.0,-46968.0,1,1
4,1,1,5,1,True,52,295,0,197,5,23,0,4,0.0,4,1,2017,3,1,13,0,3,0.0,55747.0,1,1
6,6,6,5,0,False,45,172,0,0,6,48,0,4,0.0,4,0,2017,3,1,13,0,0,0.0,12623.0,2,1
2,10,11,18,1,True,0,0,0,197,0,0,0,4,0.0,4,0,2017,3,1,13,0,4,0.0,-42347.0,8,1
2,9,11,18,1,True,0,0,0,197,0,0,0,4,0.0,4,0,2017,3,1,13,0,1,0.0,-22045.0,8,1
4,1,11,19,2,True,0,249,0,197,5,74,0,5,0.0,5,1,2017,3,1,13,0,1,0.0,5484.0,1,1
2,1,6,5,0,False,0,0,0,197,0,0,0,6,0.0,6,1,2017,3,1,13,0,1,0.0,-11908.0,1,1
4,3,9,5,0,False,52,295,0,197,5,23,0,6,0.0,6,0,2017,3,1,13,0,3,0.0,59115.0,1,1
4,1,6,5,0,False,52,295,0,197,5,23,0,6,0.0,5,1,2017,3,1,13,0,4,0.0,-33827.0,1,1
4,1,6,5,0,False,0,0,0,197,5,23,0,10,0.0,10,1,2017,3,1,13,0,4,0.0,3101.0,1,1
4,1,1,5,1,True,0,0,0,197,5,23,0,10,0.0,10,1,2017,3,1,13,0,3,0.0,21045.0,1,1
2,3,6,5,0,False,52,295,0,197,0,0,0,13,0.0,8,0,2017,3,1,13,0,0,0.0,28702.0,4,1
4,1,1,5,1,True,0,47,0,197,5,23,0,49,0.0,46,1,2017,3,1,13,0,0,0.0,-11861.0,1,1
7,1,9,15,0,False,11,67,0,129,6,75,0,2,0.0,2,1,2017,3,1,13,0,4,0.0,-25613.0,1,1
4,1,9,9,0,False,52,295,0,197,5,23,0,3,0.0,2,1,2016,12,4,5,0,1,0.0,-8489411.0,1,1
4,1,5,5,0,False,45,172,0,197,5,23,0,4,0.0,4,1,2016,12,4,5,0,3,0.0,37991.0,1,1
4,1,9,8,0,False,52,295,0,197,5,23,0,4,0.0,4,1,2016,12,4,5,0,4,0.0,-26580.0,1,1
2,1,11,18,1,True,45,230,0,197,0,0,0,4,0.0,3,1,2016,12,4,5,0,0,0.0,43322.0,1,1
4,6,11,18,1,True,52,295,0,197,5,23,0,5,0.0,4,0,2016,12,4,5,0,0,0.0,-1556.0,12,1
2,1,6,5,0,False,45,172,0,197,0,0,0,7,0.0,6,1,2016,12,4,5,0,3,0.0,-27026.0,1,1
6,1,6,5,0,False,45,230,0,0,6,48,0,8,0.0,8,1,2016,12,4,5,0,3,0.0,481.0,1,1
4,1,11,18,1,True,52,295,0,197,5,23,0,11,0.0,9,1,2016,12,4,5,0,0,0.0,23732.0,1,1
6,2,5,5,0,False,46,245,0,0,6,48,0,14,64.78,12,0,2016,12,4,5,0,3,32.39,-18981.0,2,1
5,1,11,18,1,True,39,204,3,197,3,23,0,14,0.0,10,1,2016,12,4,5,0,0,0.0,22509.0,1,1
2,3,6,5,0,False,45,172,0,197,0,0,0,19,0.0,17,0,2016,12,4,5,0,3,0.0,-21655.0,3,1
2,1,6,5,0,False,45,172,0,197,0,0,0,56,0.0,38,1,2016,12,4,5,0,4,0.0,-15560.0,3,1
6,1,5,5,0,False,45,257,0,0,6,48,0,59,32.94,46,1,2016,12,4,5,0,0,32.94,47170.0,1,1
7,1,5,5,0,False,0,294,0,12,6,61,0,3,0.0,3,1,2016,12,4,5,0,4,0.0,-56920.0,1,1
7,1,1,5,1,True,52,295,0,129,6,75,0,31,0.0,19,1,2016,12,4,5,0,4,0.0,-496.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,12,4,5,0,0,0.0,40435.0,2,0
2,2,6,5,0,False,45,172,0,197,0,0,1,1,0.0,1,0,2016,12,4,5,0,3,0.0,-18420.0,3,0
2,2,1,5,2,True,0,76,0,197,0,0,1,1,0.0,1,0,2016,12,4,5,0,4,0.0,-22264.0,2,0
6,7,9,5,0,False,0,169,0,25,6,5,1,1,0.0,1,0,2016,12,4,5,0,1,0.0,-6930.0,2,0
4,2,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,0,2016,12,4,5,0,0,0.0,51388.0,2,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,12,4,5,0,3,0.0,-23608.0,1,0
7,1,9,5,0,False,0,0,0,191,6,75,1,1,0.0,1,1,2016,12,4,5,0,1,0.0,-27090.0,1,0
7,1,9,5,0,False,52,295,0,143,6,75,1,1,0.0,1,1,2016,12,4,5,0,3,0.0,32410.0,1,0
7,1,6,18,0,False,52,295,0,141,6,75,1,1,0.0,1,1,2016,12,4,5,0,4,0.0,-16342.0,1,0
7,1,9,5,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,12,4,5,0,3,0.0,15778.0,1,0
7,1,6,18,0,False,0,41,0,178,6,75,1,1,0.0,1,1,2016,12,4,5,0,0,0.0,32015.0,1,0
7,1,6,18,0,False,0,109,0,191,6,75,1,1,0.0,1,1,2016,12,4,5,0,1,0.0,-63973.0,1,0
7,1,6,18,0,False,52,295,0,130,6,75,1,1,0.0,1,1,2016,12,4,5,0,4,0.0,20710.0,1,0
4,1,9,5,0,False,0,83,0,197,5,7,0,2,0.0,2,1,2016,12,4,5,0,4,0.0,-19000.0,1,1
6,1,3,5,0,False,52,295,0,0,6,48,0,2,0.0,2,1,2016,12,4,5,0,3,0.0,22350.0,1,1
2,2,6,5,0,False,3,16,0,197,0,0,0,2,0.0,2,0,2016,12,4,5,0,4,0.0,-5489.0,1,1
2,1,1,5,2,True,0,76,0,197,0,0,0,2,0.0,2,1,2016,12,4,5,0,1,0.0,-23943.0,2,1
7,1,9,5,0,False,0,109,0,129,6,75,0,2,0.0,2,1,2016,12,4,5,0,4,0.0,27706.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,12,4,5,0,0,0.0,32304.0,1,1
7,1,9,5,0,False,0,241,0,174,6,75,0,2,0.0,2,1,2016,12,4,5,0,3,0.0,-30552.0,1,1
7,1,6,18,0,False,0,109,0,191,6,75,0,2,0.0,2,1,2016,12,4,5,0,1,0.0,-30201.0,1,1
7,1,6,18,0,False,0,116,0,189,6,75,0,3,0.0,3,1,2016,12,4,5,0,4,0.0,18454.0,1,1
7,1,9,5,0,False,0,75,0,129,6,75,0,4,0.0,4,1,2016,12,4,5,0,0,0.0,41158.0,1,1
7,6,6,5,0,False,52,295,0,16,6,34,0,4,0.0,4,0,2016,12,4,5,0,3,0.0,-30449.0,3,1
6,7,6,5,0,False,32,182,0,19,6,67,0,6,0.0,6,0,2016,12,4,5,0,3,0.0,10620.0,1,1
6,1,6,18,0,False,52,295,0,101,6,66,0,3,0.0,3,1,2016,12,4,5,0,0,0.0,26981.0,1,1
7,2,9,5,0,False,0,181,0,129,6,75,0,2,0.0,2,0,2016,12,4,5,0,4,0.0,-46938.0,2,1
7,1,6,18,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,12,4,5,0,0,0.0,51426.0,1,1
7,3,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,0,2016,12,4,5,0,4,0.0,-44650.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,12,4,5,0,0,0.0,33879.0,1,1
4,1,11,18,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2016,12,4,5,0,0,0.0,3259.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,12,4,5,0,3,0.0,-27332.0,1,0
4,1,11,18,1,True,25,147,0,197,5,23,1,1,0.0,1,1,2016,12,4,5,0,2,0.0,11632.0,1,0
4,1,1,5,1,True,0,181,0,197,5,23,1,1,0.0,1,1,2017,1,1,9,0,1,0.0,2965914.0,1,0
4,1,11,18,1,True,0,259,0,197,5,23,1,1,0.0,1,1,2017,1,1,9,0,3,0.0,44982.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,1,1,9,0,1,0.0,-33897.0,1,0
4,2,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,0,2017,1,1,9,0,1,0.0,-5815.0,2,0
6,7,6,5,0,False,2,14,0,0,6,48,1,1,0.0,1,0,2017,1,1,9,0,4,0.0,21603.0,2,0
4,1,1,5,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2017,1,1,9,0,1,0.0,-10390.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,1,1,9,0,4,0.0,22559.0,1,0
6,3,6,5,0,False,3,16,0,0,6,48,1,1,0.0,1,0,2017,1,1,9,0,4,0.0,-1361.0,4,0
4,1,9,5,0,False,52,295,0,197,5,23,0,2,0.0,2,1,2017,1,1,9,0,4,0.0,-7033.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,0,2,0.0,2,1,2017,1,1,9,0,3,0.0,13934.0,1,1
2,1,11,18,1,True,52,295,0,197,0,0,0,4,0.0,4,1,2017,1,1,9,0,4,0.0,-13404.0,3,1
4,1,11,18,1,True,52,295,0,197,5,23,0,4,0.0,4,1,2017,1,1,9,0,0,0.0,47439.0,1,1
6,2,6,5,0,False,52,295,0,0,6,48,0,5,0.0,5,0,2017,1,1,9,0,0,0.0,-5012.0,1,1
6,1,1,5,1,True,0,241,0,108,6,28,0,5,0.0,5,1,2017,1,1,9,0,0,0.0,-7866.0,1,1
4,1,11,18,1,True,0,197,0,197,5,23,0,6,0.0,6,1,2017,1,1,9,0,4,0.0,-30077.0,1,1
5,2,1,5,1,True,52,295,3,197,3,23,0,7,0.0,6,0,2017,1,1,9,0,3,0.0,4834.0,1,1
2,1,11,18,2,True,52,295,0,197,0,0,0,10,0.0,10,1,2017,1,1,9,0,0,0.0,27256.0,1,1
4,2,9,5,0,False,52,295,0,197,5,23,0,11,0.0,8,0,2017,1,1,9,0,1,0.0,-68043.0,1,1
2,1,9,5,0,False,0,45,0,197,0,0,0,12,0.0,12,1,2017,1,1,9,0,3,0.0,47969.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,0,13,0.0,13,1,2017,1,1,9,0,1,0.0,-44123.0,1,1
4,1,6,5,0,False,32,182,0,197,5,23,0,17,0.0,13,1,2017,1,1,9,0,4,0.0,23058.0,2,1
6,2,6,5,0,False,32,182,0,0,6,48,0,20,0.0,15,0,2017,1,1,9,0,4,0.0,394.0,2,1
6,2,6,5,0,False,52,295,0,19,6,67,0,24,239.6,16,0,2017,1,1,9,0,3,119.8,14312.0,1,1
7,1,9,7,0,False,52,295,0,162,6,75,1,1,0.0,1,1,2017,1,1,9,0,1,0.0,-35743.0,1,0
7,1,1,15,1,True,52,295,0,129,6,75,1,1,0.0,1,1,2017,1,1,9,0,4,0.0,25876.0,1,0
7,1,1,5,2,True,52,295,0,160,6,75,0,4,0.0,4,1,2017,1,1,9,0,1,0.0,-26286.0,1,1
4,1,6,5,0,False,45,172,0,197,5,23,0,6,0.0,5,1,2016,9,3,14,2,4,0.0,-10077859.0,1,1
4,1,1,5,1,True,52,295,0,197,5,23,0,7,0.0,5,1,2016,9,3,14,2,0,0.0,34468.0,1,1
4,1,9,5,0,False,49,12,0,197,5,23,0,8,0.0,6,1,2016,9,3,14,2,1,0.0,-54743.0,1,1
4,1,1,5,1,True,52,295,0,197,5,23,0,11,0.0,8,1,2016,9,3,14,2,0,0.0,54097.0,1,1
4,1,1,5,1,True,52,295,0,197,5,23,0,12,0.0,11,1,2016,9,3,14,2,0,0.0,5643.0,1,1
1,3,9,5,0,False,0,250,4,197,2,3,0,15,0.0,8,0,2016,9,3,14,2,1,0.0,-66054.0,3,1
4,1,6,5,0,False,52,295,0,197,5,23,0,21,0.0,17,1,2016,9,3,14,2,0,0.0,58459.0,1,1
6,3,6,5,0,False,45,230,0,0,6,48,0,32,0.0,28,0,2016,9,3,14,2,3,0.0,-20623.0,3,1
7,2,6,5,0,False,52,295,0,5,6,61,0,19,0.0,12,0,2016,9,3,14,2,1,0.0,-33641.0,1,1
1,2,9,5,0,False,0,250,4,197,2,3,0,3,0.0,2,0,2016,9,3,14,2,1,0.0,-13580.0,3,1
4,1,6,5,0,False,52,295,0,197,5,23,0,3,0.0,2,1,2016,9,3,14,2,4,0.0,33425.0,1,1
2,1,6,5,0,False,45,172,0,197,0,0,1,1,0.0,1,1,2016,9,3,14,2,4,0.0,889.0,1,0
2,1,1,5,1,True,52,295,0,197,0,0,1,1,0.0,1,1,2016,9,3,14,2,1,0.0,-27822.0,1,0
4,1,9,5,0,False,45,231,0,197,5,23,1,1,0.0,1,1,2016,9,3,14,2,3,0.0,46049.0,1,0
4,1,9,5,0,False,0,265,0,197,5,23,1,1,0.0,1,1,2016,9,3,14,2,1,0.0,-50085.0,3,0
7,3,9,5,0,False,52,295,0,189,6,75,1,1,0.0,1,0,2016,9,3,14,2,4,0.0,34474.0,2,0
7,1,9,5,0,False,52,295,0,162,6,75,1,1,0.0,1,1,2016,9,3,14,2,4,0.0,-8401.0,1,0
7,1,9,5,0,False,52,295,0,141,6,75,1,1,0.0,1,1,2016,9,3,14,2,4,0.0,4355.0,1,0
7,2,9,5,0,False,52,295,0,150,6,75,1,1,0.0,1,0,2016,9,3,14,2,4,0.0,-10617.0,1,0
7,1,9,5,0,False,52,295,0,171,6,75,1,1,0.0,1,1,2016,9,3,14,2,1,0.0,-21912.0,1,0
7,1,9,5,0,False,52,295,0,156,6,75,1,1,0.0,1,1,2016,9,3,14,2,1,0.0,14483.0,1,0
2,1,3,5,0,False,26,148,0,197,0,0,1,1,0.0,1,1,2016,9,3,14,2,4,0.0,15941.0,1,0
4,1,1,5,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2016,9,3,14,2,0,0.0,35615.0,1,0
2,1,5,5,0,False,46,129,0,197,0,0,1,1,0.0,1,1,2016,9,3,14,2,3,0.0,-15832.0,1,0
7,1,1,5,1,True,52,295,0,131,6,75,0,2,0.0,2,1,2016,9,3,14,2,0,0.0,11661.0,1,1
4,1,5,8,0,False,0,181,0,197,5,23,0,2,0.0,2,1,2016,9,3,14,2,1,0.0,-51910.0,1,1
2,2,9,5,0,False,52,295,0,197,0,0,0,7,0.0,4,0,2016,9,3,14,2,2,0.0,47313.0,2,1
7,1,9,5,0,False,52,295,0,141,6,75,0,2,0.0,2,1,2016,9,3,14,2,1,0.0,-59665.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,0,3,0.0,3,1,2016,9,3,14,2,3,0.0,57694.0,2,1
4,1,6,5,0,False,32,182,0,197,5,23,0,3,0.0,3,1,2016,9,3,14,2,4,0.0,-32416.0,1,1
7,1,9,5,0,False,25,147,0,129,6,75,1,1,0.0,1,1,2016,9,3,14,2,4,0.0,-3482.0,1,0
7,1,9,5,0,False,0,109,0,129,6,75,1,1,0.0,1,1,2016,9,3,14,2,0,0.0,41957.0,1,0
7,1,9,5,0,False,0,109,0,129,6,75,1,1,0.0,1,1,2016,9,3,14,2,0,0.0,18400.0,1,0
7,1,6,18,0,False,52,295,0,129,6,75,0,3,0.0,3,1,2016,9,3,14,2,1,0.0,-63563.0,1,1
6,1,6,5,0,False,32,182,0,0,6,48,0,6,0.0,4,1,2016,9,3,14,2,2,0.0,41114.0,1,1
1,1,9,5,0,False,0,250,4,197,2,3,0,2,0.0,2,1,2016,9,3,14,2,1,0.0,-61761.0,3,1
4,1,9,9,0,False,52,295,0,197,5,23,0,2,0.0,2,1,2016,8,3,14,6,3,0.0,-2622122.0,1,1
5,1,1,5,1,True,52,295,3,197,3,23,0,6,0.0,5,1,2016,8,3,14,6,0,0.0,22806.0,1,1
2,1,6,5,0,False,52,295,0,197,0,0,0,7,0.0,5,1,2016,8,3,14,6,1,0.0,-59230.0,1,1
2,4,9,5,0,False,52,295,0,197,0,0,0,38,0.0,25,0,2016,8,3,14,6,0,0.0,64746.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,8,3,14,6,0,0.0,-9314.0,1,0
7,1,9,5,0,False,52,295,0,139,6,75,0,2,0.0,2,1,2016,8,3,14,6,1,0.0,-62810.0,1,1
2,2,1,5,1,True,45,230,0,197,0,0,1,1,0.0,1,0,2016,8,3,14,6,0,0.0,68645.0,2,0
2,1,5,20,0,False,52,295,0,197,0,0,1,1,0.0,1,1,2016,8,3,14,6,0,0.0,-8379.0,1,0
2,1,1,5,1,True,45,230,0,197,0,0,0,2,0.0,2,1,2016,8,3,14,6,3,0.0,-12303.0,2,1
4,1,11,5,1,True,52,295,0,197,5,23,0,3,0.0,2,1,2016,8,3,14,6,1,0.0,-60179.0,1,1
7,1,6,18,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,8,3,14,6,1,0.0,235.0,1,0
7,1,6,18,0,False,0,109,0,129,6,75,1,1,0.0,1,1,2016,8,3,14,6,4,0.0,33387.0,1,0
7,1,9,5,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,8,3,14,6,4,0.0,-7842.0,1,0
